session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
7895,258,258,70,258,70,258,258,70,258,70,128
7896,258,258,70,258,258,258,70,70,258,258,128
7897,258,70,258,70,258,258,70,258,258,70,128
7898,258,70,258,258,258,70,258,258,258,70,128
7899,70,258,258,258,70,258,70,258,258,70,128
7900,258,258,258,70,258,258,258,70,70,258,128
7901,258,70,258,258,70,258,70,258,258,258,128
7902,70,258,258,258,70,258,70,258,258,70,128
7903,258,258,70,258,70,70,41,70,70,23,128
7904,46,136,4,5,5,4,6,5,4,6,128
7905,5,3183,910,3183,5,17,7,785,4,17,128
7906,7,6,4,7,6,72,4,6,6,2971,128
7907,84,17,72,2971,7,84,44,4,2,7,128
7908,45,7,44,2,45,7,6,6,7,7,128
7909,2,3790,17,3790,4,6,7,2,17,72,128
7910,3169,5,4,6,4,17,84,2971,72,17,128
7911,7,4,785,7,17,72,7,2971,84,2971,128
7912,84,17,72,7,7,44,4,7,6,2,128
7913,2,44,4,6,17,45,7,6,45,7,128
7914,7,2,69,320,7,2,2,2,4,5,128
7915,2,4,2,1400,4,5,1400,2,2,6,128
7916,2,7,7,17,7,17,2,7,2,3169,128
7917,72,4,5,3169,72,17,84,7,2,2971,128
7918,4,69,320,17,785,7,17,7,72,7,128
7919,84,2971,72,84,2971,17,7,7,44,7,128
7920,4,6,2,7,44,4,17,7,2,45,128
7921,2,45,2,6,7,2,6,7,2,6,128
7922,7,2,7,2,6,7,2,7,6,7,128
7923,2,7,2,7,75,7,48,7,75,48,128
7924,6,2,75,7,2,7,7,7,7,7,128
7925,2,7,7,7,7,2,7,7,7,7,128
7926,7,17,4,2,6,7,72,72,2971,84,128
7927,17,7,4,44,2,45,6,7,6,2,128
7928,7,7,7,7,75,75,48,2,7,75,128
7929,2,6,7,75,2,6,7,7,7,2,128
7930,7,6,7,3169,2,7,4,17,5,72,128
7931,2971,84,17,7,72,7,17,785,7,72,128
7932,17,2971,84,84,2971,17,7,72,7,44,128
7933,4,6,2,7,44,4,17,2,6,45,128
7934,7,75,2,6,45,6,48,7,6,48,128
7935,2,7,48,4,75,5,2,72,3169,2971,128
7936,7,72,17,84,1235,5,4,4,6,6,128
7937,4,5,3090,3090,3523,79,21,19,8,3523,128
7938,3090,3090,3090,21,3523,19,8,4,5,5,128
7939,5,3720,3720,8,3720,21,19,8,3720,3720,128
7940,21,19,8,3720,3720,3720,19,21,8,3720,128
7941,3720,8,19,21,21,8,19,19,21,8,128
7942,19,8,21,3779,5,342,3779,3698,5,3698,128
7943,3698,3698,3698,3698,3698,3698,3698,3698,3698,3698,128
7944,3698,3698,3698,3698,3698,3698,785,7,17,17,128
7945,7,72,84,2971,72,84,17,7,2971,7,128
7946,4,44,6,2,17,4,44,2,7,45,128
7947,7,2,45,2,7,6,6,7,7,2,128
7948,7,2,6,7,7,75,7,3824,3839,3833,128
7949,48,7,2,7,75,7,2,75,6,48,128
7950,2,7,7,3090,79,8,3523,21,19,3090,128
7951,21,8,3523,19,2,7,2,6,7,7,128
7952,4,5,2,2,2,5,3698,3698,3698,3698,128
7953,3698,6,2,3698,3698,3698,3698,3698,3698,3698,128
7954,2,3698,3698,3698,4,3698,3698,3698,3698,3698,128
7955,7,4,72,5,3169,84,17,7,72,2971,128
7956,42,42,4,42,42,69,320,59,59,184,128
7957,617,184,184,184,617,184,184,184,184,617,128
7958,184,184,184,184,184,184,617,184,184,617,128
7959,184,184,184,184,184,184,184,617,184,184,128
7960,184,184,184,184,184,184,184,184,184,184,128
7961,184,184,184,184,184,184,184,184,184,184,128
7962,184,17,7,785,72,7,2971,84,2971,7,128
7963,84,72,17,44,4,6,2,4,7,2,128
7964,44,45,7,2,17,6,2,45,7,7,128
7965,3169,7,2,3169,5,4,72,7,17,72,128
7966,2971,84,17,72,4,84,2971,7,44,2,128
7967,45,2,6,48,7,7,2,6,48,2,128
7968,2,3830,7,2,7,7,7,7,72,17,128
7969,4,2,4,7,785,17,72,7,84,2971,128
7970,2971,84,7,72,17,7,44,44,4,2,128
7971,6,2,17,7,6,7,45,75,2,7,128
7972,7,2,45,6,75,75,7,2,48,320,128
7973,69,184,617,184,184,184,184,184,617,184,128
7974,7,184,184,184,184,184,184,184,2,6,128
7975,48,2,2,2,7,7,7,7,7,7,128
7976,7,7,7,7,4,785,7,17,72,7,128
7977,2971,84,44,84,2971,7,17,72,7,6,128
7978,44,2,6,2,17,4,45,7,4,45,128
7979,7,2,7,17,5,6,4,3169,72,2971,128
7980,7,72,17,84,69,785,7,17,72,7,128
7981,2971,84,44,84,2971,7,17,72,7,6,128
7982,44,2,2,7,17,6,2,7,4,45,128
7983,45,7,6,4,75,2,2,7,48,7,128
7984,69,75,2,6,48,2,7,7,4,75,128
7985,3169,48,5,2971,7,72,17,84,7,4,128
7986,785,17,72,7,2971,84,17,2971,84,72,128
7987,7,7,6,4,44,2,44,6,45,7,128
7988,2,6,2,45,17,7,320,69,7,2,128
7989,7,2,3169,5,4,17,72,7,2971,17,128
7990,84,72,4,5,6,4,4,5,6,69,128
7991,785,7,17,72,7,2971,84,44,84,2971,128
7992,7,17,72,6,44,2,7,6,7,2,128
7993,4,45,7,17,4,45,7,7,2,6,128
7994,7,7,2,69,7,17,4,2,3169,7,128
7995,5,7,72,17,84,2971,4,785,7,17,128
7996,72,7,84,2971,17,2971,72,84,7,4,128
7997,44,7,2,6,44,4,17,45,7,2,128
7998,6,7,45,69,320,2,7,7,2,2,128
7999,7,4,5,3169,17,5,72,2971,17,84,128
8000,7,72,69,3090,3090,3523,79,8,3090,3523,128
8001,21,19,3090,3090,19,69,3090,3523,8,7,128
8002,785,17,72,7,2971,84,84,72,2971,7,128
8003,17,7,4,44,2,6,7,44,45,17,128
8004,4,2,6,7,2,2,45,6,2,75,128
8005,7,48,75,7,2,7,6,48,2,7,128
8006,72,4,5,3169,7,72,17,84,2971,7,128
8007,785,17,72,7,2971,84,84,7,2971,17,128
8008,72,44,4,7,6,2,2,4,2,45,128
8009,7,17,2,45,7,69,7,6,6,2,128
8010,6,4,5,2,4,2,3788,3728,3742,5,128
8011,3791,3744,3757,3778,3782,3796,2,4,3777,224,128
8012,3705,101,224,3742,3728,3705,3728,3728,3742,3705,128
8013,3705,3744,3705,5,4,2,2,2,5,2,128
8014,2,2,7,7,7,7,7,7,2,7,128
8015,7,7,2,7,7,17,7,3730,3730,3757,128
8016,17,3730,3705,2,5,4,2,6,2,7,128
8017,7,7,2,7,2,7,7,7,4,3169,128
8018,72,5,5,7,72,17,84,2971,785,7,128
8019,17,72,7,2971,84,7,17,72,2971,84,128
8020,44,4,2,6,44,7,4,45,7,7,128
8021,45,6,2,17,2,2,6,6,69,6,128
8022,7,2,7,4,2,3169,3169,4,72,5,128
8023,7,72,17,84,2971,4,4,5,5,4,128
8024,6,5,6,4,69,320,5,46,23,397,128
8025,787,114,46,114,46,70,41,23,4,41,128
8026,346,114,23,390,46,4,346,6,70,23,128
8027,397,46,41,41,397,70,23,114,114,23,128
8028,397,4,70,70,70,397,397,70,70,70,128
8029,397,70,70,46,397,12,70,397,397,114,128
8030,397,397,70,70,397,397,397,70,397,70,128
8031,397,397,70,397,397,70,397,70,397,397,128
8032,23,397,70,70,397,397,397,70,397,70,128
8033,397,397,70,397,397,70,397,397,70,397,128
8034,397,397,70,70,397,397,397,70,70,397,128
8035,397,397,70,397,397,70,397,70,397,397,128
8036,70,397,70,397,397,70,397,397,70,397,128
8037,397,70,397,397,70,397,70,397,397,397,128
8038,70,397,70,397,397,70,397,70,397,397,128
8039,70,397,397,397,70,70,397,397,397,70,128
8040,70,397,397,397,70,397,397,70,397,70,128
8041,397,397,70,397,70,397,397,397,70,70,128
8042,397,397,397,70,397,70,397,397,70,397,128
8043,397,70,397,70,397,397,397,70,70,397,128
8044,397,397,70,397,70,397,397,70,397,397,128
8045,397,70,70,397,397,397,70,70,397,397,128
8046,397,397,70,397,70,397,397,70,397,397,128
8047,70,397,70,397,397,397,70,70,397,397,128
8048,397,70,397,397,70,397,70,397,397,70,128
8049,397,70,397,397,397,70,70,397,397,397,128
8050,70,397,70,397,397,70,397,397,70,397,128
8051,70,397,397,397,70,70,397,397,70,397,128
8052,397,70,397,397,70,397,397,70,397,70,128
8053,397,397,397,70,70,397,397,397,70,70,128
8054,397,397,397,70,397,70,397,70,397,397,128
8055,397,70,70,397,397,70,397,70,397,397,128
8056,70,397,397,70,397,397,70,397,397,70,128
8057,397,70,397,70,397,70,397,70,397,397,128
8058,70,70,41,46,70,70,23,46,70,70,128
8059,23,525,23,70,41,525,46,525,136,6,128
8060,136,41,136,525,70,525,70,70,70,525,128
8061,525,70,525,525,70,525,525,70,41,525,128
8062,525,70,525,525,525,70,525,70,525,525,128
8063,525,70,525,525,70,525,525,70,525,525,128
8064,525,23,70,525,70,525,525,525,525,70,128
8065,70,525,525,525,525,70,525,70,525,525,128
8066,525,70,525,525,70,525,525,70,525,525,128
8067,525,525,70,70,525,525,525,525,70,525,128
8068,70,525,525,525,70,525,525,70,525,70,128
8069,525,525,70,70,525,70,525,525,70,525,128
8070,525,70,525,525,525,525,70,70,525,525,128
8071,525,525,70,525,70,525,525,525,70,525,128
8072,525,70,525,525,70,525,525,525,70,525,128
8073,70,525,525,525,525,70,70,525,525,525,128
8074,525,70,525,70,525,525,525,70,525,525,128
8075,525,70,525,70,525,525,525,525,70,70,128
8076,525,525,525,70,525,525,70,525,525,70,128
8077,525,525,70,70,70,70,525,525,525,70,128
8078,525,70,525,525,525,525,70,70,525,525,128
8079,70,525,525,70,525,525,70,525,525,70,128
8080,525,525,70,525,525,525,525,70,70,525,128
8081,525,525,525,70,525,70,525,525,525,70,128
8082,525,525,70,525,70,525,525,525,525,70,128
8083,70,525,525,525,525,70,525,525,70,525,128
8084,525,70,525,525,525,70,525,70,525,525,128
8085,525,525,70,70,525,525,525,525,70,525,128
8086,70,525,525,525,70,525,525,70,525,525,128
8087,70,525,525,525,525,70,70,525,525,525,128
8088,525,70,70,525,525,525,525,70,525,525,128
8089,70,525,70,525,525,525,525,70,525,70,128
8090,525,525,525,70,525,70,70,70,12,12,128
8091,12,12,12,70,12,12,4,70,23,136,128
8092,136,46,41,46,23,70,2850,41,23,46,128
8093,1740,397,41,23,70,1740,41,346,23,136,128
8094,70,41,258,23,41,70,70,397,23,41,128
8095,397,397,41,70,70,70,70,397,70,70,128
8096,70,397,397,70,397,397,70,397,397,23,128
8097,23,70,41,525,136,70,525,4,136,41,128
8098,41,70,525,70,41,525,70,23,70,525,128
8099,70,525,525,70,525,70,525,525,70,525,128
8100,525,525,70,525,70,525,525,525,70,70,128
8101,525,525,70,525,525,70,23,525,525,70,128
8102,525,525,70,70,70,70,6,17,785,7,128
8103,7,4,7,6,4,6,72,6,2971,6,128
8104,84,7,17,2971,84,72,7,44,4,2,128
8105,2,7,6,7,44,45,7,2,45,2,128
8106,6,6,7,7,2,6,7,2,4,75,128
8107,4,48,2,6,2,7,7,75,48,2,128
8108,3169,4,6,72,3169,5,84,17,2971,7,128
8109,72,69,7,4,785,72,17,7,2971,84,128
8110,17,72,2971,84,7,4,44,75,6,2,128
8111,44,7,2,4,75,45,7,17,7,6,128
8112,2,45,6,2,320,69,48,7,2,75,128
8113,7,6,48,2,7,7,7,4,3169,2,128
8114,5,4,2,17,72,3169,84,2971,5,4,128
8115,17,5,4,6,7,72,5,3728,3782,3705,128
8116,3742,3777,3728,3744,3796,3791,224,3778,3757,3788,128
8117,3705,7,3764,3744,3764,3705,3705,3730,3705,3730,128
8118,3705,3705,3730,3705,3705,3705,3705,3705,3705,3742,128
8119,3728,3730,3764,3705,2669,4,5,5,6,4,128
8120,46,4,6,5,23,397,787,114,70,46,128
8121,114,6,46,346,23,4,41,4,258,23,128
8122,70,41,346,41,136,6,70,23,41,136,128
8123,46,114,70,70,397,23,4,397,70,70,128
8124,70,397,397,70,70,70,70,397,70,70,128
8125,397,397,70,70,397,114,397,69,397,397,128
8126,70,70,397,397,397,397,70,397,397,70,128
8127,397,397,70,397,397,397,397,70,397,397,128
8128,23,397,70,397,70,397,397,397,70,70,128
8129,70,70,397,70,397,397,397,397,70,70,128
8130,70,41,70,397,70,70,70,397,70,70,128
8131,397,397,397,70,70,136,70,397,70,70,128
8132,397,70,397,136,70,70,70,70,70,70,128
8133,70,70,397,397,70,70,70,397,70,70,128
8134,70,397,70,397,397,70,70,397,70,70,128
8135,397,397,397,397,70,397,70,397,397,397,128
8136,70,397,397,70,397,397,70,397,397,397,128
8137,397,70,397,397,397,397,70,397,70,397,128
8138,397,70,397,397,397,70,397,397,70,397,128
8139,397,397,70,70,397,397,397,397,70,397,128
8140,70,397,397,397,70,397,397,397,70,397,128
8141,70,397,397,397,70,70,397,397,397,397,128
8142,70,397,397,70,397,397,70,397,397,397,128
8143,70,70,397,397,397,70,70,397,397,70,128
8144,397,397,70,397,397,70,397,397,70,397,128
8145,397,70,397,397,397,397,70,70,397,397,128
8146,397,397,70,397,397,70,397,397,70,397,128
8147,397,70,397,397,70,397,397,397,397,70,128
8148,70,46,12,70,397,70,397,397,70,397,128
8149,70,70,397,397,397,397,70,70,397,397,128
8150,397,397,70,397,397,70,397,397,70,397,128
8151,397,397,70,397,397,397,397,70,397,70,128
8152,397,397,397,70,397,397,397,70,397,70,128
8153,397,397,397,397,70,70,397,397,397,397,128
8154,70,397,70,397,397,397,70,397,397,70,128
8155,397,397,70,397,397,397,397,70,70,397,128
8156,397,397,397,70,397,70,397,397,397,70,128
8157,397,397,70,397,397,70,397,397,397,397,128
8158,70,70,397,397,397,397,70,70,397,397,128
8159,397,397,70,397,397,70,397,397,70,397,128
8160,397,70,70,41,46,70,70,70,70,258,128
8161,114,23,70,64,23,787,41,114,41,70,128
8162,346,397,136,23,346,70,41,46,23,397,128
8163,114,41,70,70,41,70,70,70,70,70,128
8164,23,70,70,64,23,70,64,41,41,70,128
8165,64,70,64,70,70,64,70,64,64,70,128
8166,70,64,64,70,64,70,64,64,64,64,128
8167,70,70,64,64,23,136,46,114,41,64,128
8168,70,23,23,41,64,70,136,70,64,70,128
8169,41,64,41,70,70,64,70,64,64,70,128
8170,64,64,70,64,70,64,64,64,70,70,128
8171,64,64,64,70,64,64,70,64,70,64,128
8172,64,64,23,70,70,64,64,64,70,64,128
8173,64,70,64,64,70,64,64,64,70,70,128
8174,64,64,64,70,70,64,64,64,70,64,128
8175,70,64,64,70,64,64,70,64,64,70,128
8176,70,64,70,64,70,64,64,64,70,64,128
8177,70,64,70,64,64,64,64,70,70,64,128
8178,64,64,70,70,64,64,41,6,64,70,128
8179,64,64,70,41,785,17,7,7,4,6,128
8180,7,4,6,72,84,2971,72,84,7,17,128
8181,2971,7,4,2,44,7,7,45,2,44,128
8182,45,6,2,7,7,2,7,6,7,4,128
8183,2,7,72,17,4,2,3169,5,7,2971,128
8184,17,72,84,3785,434,434,7,434,17,72,128
8185,3000,7,2971,84,434,3000,17,72,2996,2971,128
8186,84,7,4,44,2,6,44,4,218,7,128
8187,2,17,45,218,7,45,218,2,6,218,128
8188,7,75,434,218,7,7,7,48,2,7,128
8189,5,3169,75,2,48,6,4,8,1251,1251,128
8190,8,1251,8,8,1251,1251,8,1251,8,8,128
8191,3679,1251,3689,8,3694,3692,3678,3679,3678,1251,128
8192,3697,8,3692,3699,1251,3699,8,3688,3678,8,128
8193,1251,3687,3688,8,3687,3681,7,1251,3678,3681,128
8194,3679,3692,7,72,17,84,2971,4,1251,3691,128
8195,3695,3693,8,3695,3678,8,3691,3693,8,1251,128
8196,3696,3689,3694,8,1251,8,1251,1251,3695,3696,128
8197,3692,3694,3689,3691,3697,1251,8,3680,3693,3697,128
8198,3691,3695,3694,3696,3689,1251,3693,3678,1251,3679,128
8199,8,1251,1251,3692,3694,3689,1251,8,8,8,128
8200,8,1251,3693,3691,3694,1251,1251,8,1251,3679,128
8201,3678,3679,8,8,1251,1251,8,1251,3696,3680,128
8202,3679,8,1251,1251,3687,3692,1251,1251,8,3680,128
8203,3678,8,1251,3695,8,8,3681,8,3682,3682,128
8204,1251,8,3679,3678,8,3683,3692,3688,3689,3694,128
8205,8,3686,3678,3679,3678,1251,3686,3683,3682,8,128
8206,3692,3691,3689,3690,3686,1251,3687,3690,3679,3690,128
8207,3679,3694,3678,8,3693,1251,1251,3697,3692,3694,128
8208,8,1251,3678,3679,3678,8,3688,3687,3692,3695,128
8209,3681,3693,3678,8,3696,8,3678,3690,3688,3682,128
8210,3687,3680,8,3678,3688,3678,3687,3680,8,3679,128
8211,3681,8,3679,3679,3682,3681,8,3689,1251,3678,128
8212,3680,8,3792,8,3792,23,1251,46,1251,397,128
8213,70,3678,1251,1251,41,3678,3678,41,70,397,128
8214,23,46,8,3678,3680,3690,1251,3679,8,3697,128
8215,3691,3694,3693,1251,3678,3696,8,3680,1251,3681,128
8216,3683,3678,8,3678,3683,3681,3680,3688,3687,3682,128
8217,3679,3678,8,1251,8,8,1251,3679,3686,1251,128
8218,8,3694,8,3686,1251,3696,3697,3693,3689,8,128
8219,3695,3678,3691,3688,3678,1251,8,1251,8,3678,128
8220,1251,3688,8,1251,3686,3688,3678,3682,1251,3686,128
8221,3688,3681,8,8,3690,3681,3682,3686,3680,3683,128
8222,3690,8,3686,3681,3688,8,3683,3686,3681,3682,128
8223,3687,3683,8,3682,3680,3689,3690,8,3688,3694,128
8224,3690,3687,3688,3681,3683,3687,3686,3681,3689,3690,128
8225,3686,3682,8,3687,3686,3688,3680,3681,8,3679,128
8226,3683,3682,3682,3687,3680,3690,3688,3688,3686,3690,128
8227,3682,3683,3687,8,3680,3686,3688,3683,3680,8,128
8228,3687,3681,3688,3681,3690,8,3682,3682,3682,3680,128
8229,3681,3680,3690,1251,3679,8,3691,3695,3692,3689,128
8230,3697,3693,8,8,8,1251,1251,3679,3680,3687,128
8231,3695,8,8,3678,1251,8,3679,3681,3694,3697,128
8232,3683,8,3695,3681,3678,1251,8,1251,3688,1251,128
8233,8,3678,1251,3678,3695,8,1251,3678,3678,3678,128
8234,3678,1251,8,3678,1251,1251,1251,3692,3691,3688,128
8235,3682,8,8,3678,3678,8,3695,3678,3693,3679,128
8236,1251,3696,3690,3678,8,3688,3682,3687,3679,3682,128
8237,3690,3681,8,3680,3678,3679,3688,8,3678,3688,128
8238,3691,3697,3693,3696,3689,3694,3686,8,3692,8,128
8239,8,3695,3679,8,1251,8,8,8,1251,3692,128
8240,8,8,3680,3689,3678,3678,3678,8,3678,8,128
8241,3681,3689,3678,3691,3697,3680,3678,8,3689,3694,128
8242,3678,8,3695,3691,8,3678,3692,3683,8,3679,128
8243,3678,8,3679,3678,8,3697,8,3688,8,3683,128
8244,3680,3678,3678,8,3678,8,3682,23,46,41,128
8245,46,41,46,23,46,23,12,6,114,23,128
8246,17,114,6,70,258,70,258,46,12,17,128
8247,46,12,70,70,23,4,46,41,41,41,128
8248,46,525,23,6,114,2045,4,46,70,23,128
8249,41,258,6,136,41,2045,346,23,70,258,128
8250,23,136,136,46,41,23,258,114,70,258,128
8251,258,258,23,525,186,70,4,525,70,41,128
8252,23,70,525,70,70,525,70,23,70,70,128
8253,23,23,525,23,70,525,23,70,525,70,128
8254,525,525,8,525,525,3678,70,70,3680,525,128
8255,1251,525,525,70,525,525,70,525,70,525,128
8256,8,525,525,3678,525,70,8,70,8,3678,128
8257,525,525,3678,8,3678,23,525,525,70,70,128
8258,525,525,70,3679,8,3679,8,70,41,70,128
8259,8,70,23,70,1251,1251,8,3690,3686,8,128
8260,3678,8,3690,8,3682,3686,3683,8,3682,3687,128
8261,3690,3687,8,3680,3680,3683,3681,8,3687,3690,128
8262,3682,3683,3681,3688,3680,3682,3683,8,3682,3688,128
8263,3690,3687,3686,3680,3686,3680,3678,8,3686,3682,128
8264,8,3680,3683,3690,3682,3686,8,3683,3682,3681,128
8265,3687,3683,8,3682,3683,3681,3690,3687,3686,3690,128
8266,3680,3683,3680,46,41,3683,3686,41,136,41,128
8267,136,23,525,787,41,23,136,41,70,136,128
8268,346,23,41,70,114,258,23,70,258,70,128
8269,23,525,41,41,70,23,346,136,258,114,128
8270,23,41,70,258,70,70,70,70,70,3687,128
8271,70,70,8,70,23,70,23,70,23,525,128
8272,70,23,525,23,525,70,525,70,70,70,128
8273,525,70,70,525,114,70,525,525,41,41,128
8274,23,397,787,41,114,46,1392,397,70,41,128
8275,23,397,1392,136,4,70,70,397,23,70,128
8276,397,70,397,397,70,397,70,397,397,397,128
8277,70,397,397,70,397,397,70,397,397,397,128
8278,70,70,397,3678,23,70,8,70,70,23,128
8279,70,525,41,70,23,23,346,346,70,23,128
8280,136,41,258,258,70,258,70,258,70,70,128
8281,258,258,70,70,23,258,258,70,258,70,128
8282,258,23,8,70,525,23,3679,70,525,70,128
8283,70,3689,525,70,23,23,70,8,3679,8,128
8284,3678,525,70,525,70,525,70,525,525,3682,128
8285,525,525,70,70,70,525,525,525,525,70,128
8286,70,525,525,525,70,525,525,70,525,525,128
8287,70,525,525,23,525,70,70,3696,525,525,128
8288,70,3682,70,3694,70,23,70,787,70,23,128
8289,41,525,114,23,136,346,23,41,346,41,128
8290,70,23,258,258,70,70,70,70,23,70,128
8291,8,23,70,23,70,525,70,525,70,70,128
8292,70,70,70,525,525,70,525,525,70,23,128
8293,525,70,525,525,136,23,258,41,787,136,128
8294,114,136,23,70,41,258,258,136,258,41,128
8295,258,70,70,70,23,258,70,258,70,70,128
8296,258,258,70,258,258,258,41,70,258,70,128
8297,258,258,258,70,8,3678,258,258,70,258,128
8298,258,70,258,258,70,258,70,258,258,23,128
8299,258,258,70,70,258,258,258,70,258,8,128
8300,70,70,70,70,23,70,70,41,787,258,128
8301,114,23,346,23,136,346,23,41,70,258,128
8302,258,70,70,70,258,23,70,70,70,70,128
8303,258,70,70,70,3679,23,3678,258,258,70,128
8304,3687,258,70,258,258,70,258,70,258,23,128
8305,258,70,258,70,258,258,258,70,70,3689,128
8306,258,258,258,70,258,3683,70,258,23,258,128
8307,70,258,8,258,70,258,70,258,258,258,128
8308,70,70,258,258,8,70,23,3678,3679,70,128
8309,23,70,70,23,64,41,70,114,23,64,128
8310,41,70,136,64,64,70,70,70,70,64,128
8311,64,8,70,41,70,23,787,64,41,23,128
8312,70,46,23,6,346,64,41,70,64,23,128
8313,136,114,41,23,70,64,64,23,64,70,128
8314,70,70,70,70,70,70,64,70,64,3695,128
8315,64,70,23,64,8,3678,3683,64,70,1251,128
8316,64,70,64,64,23,64,70,64,64,64,128
8317,70,8,70,64,64,3691,64,70,3687,64,128
8318,64,70,64,23,64,70,64,64,8,64,128
8319,70,70,64,64,64,70,64,23,70,64,128
8320,3689,70,41,70,525,23,70,23,41,23,128
8321,346,258,70,136,41,23,70,23,41,114,128
8322,258,258,23,525,70,525,70,70,70,525,128
8323,70,525,70,525,70,525,525,70,70,23,128
8324,525,8,525,525,70,525,70,525,23,70,128
8325,114,525,41,23,525,41,70,525,136,525,128
8326,70,70,70,23,525,70,525,70,525,70,128
8327,3679,3681,525,70,525,525,70,525,525,70,128
8328,23,525,525,1251,70,525,525,525,70,70,128
8329,525,525,525,525,70,525,8,525,70,23,128
8330,525,525,70,525,525,70,525,70,70,70,128
8331,70,70,23,23,70,41,787,64,23,136,128
8332,346,23,346,258,23,41,70,41,23,258,128
8333,70,258,258,70,70,258,70,258,70,70,128
8334,23,258,258,70,258,8,70,258,258,70,128
8335,258,70,70,23,70,23,70,64,70,70,128
8336,70,70,70,70,64,41,64,23,41,258,128
8337,41,70,258,23,258,136,258,70,70,70,128
8338,23,23,70,258,3695,8,3678,70,70,258,128
8339,23,258,258,70,70,258,258,23,41,787,128
8340,64,64,23,70,41,136,64,70,64,41,128
8341,64,70,64,70,23,70,64,70,64,64,128
8342,70,70,23,64,64,64,41,64,70,8,128
8343,1251,3686,70,64,64,23,64,70,64,64,128
8344,70,64,64,70,64,70,64,64,70,64,128
8345,64,23,64,70,64,70,64,8,64,64,128
8346,70,23,41,397,346,23,70,41,136,64,128
8347,23,70,41,70,23,64,70,70,397,23,128
8348,397,70,70,70,70,397,70,70,70,397,128
8349,70,397,70,397,70,23,70,397,397,397,128
8350,70,8,397,397,70,23,397,397,70,397,128
8351,3681,397,397,70,70,397,397,8,397,70,128
8352,1251,70,397,397,23,397,397,70,397,397,128
8353,70,397,397,70,23,397,397,397,70,70,128
8354,70,70,23,70,23,64,41,787,70,41,128
8355,247,247,23,136,346,23,346,23,70,114,128
8356,70,258,23,258,70,70,70,258,258,70,128
8357,70,23,23,787,525,23,41,70,525,247,128
8358,23,70,136,70,525,525,525,70,70,70,128
8359,23,70,525,70,70,525,525,70,23,525,128
8360,525,70,70,525,70,525,525,23,525,525,128
8361,70,70,525,525,525,525,70,525,70,525,128
8362,525,70,525,525,70,525,525,70,525,525,128
8363,23,525,8,70,70,70,70,70,23,70,128
8364,64,23,41,23,41,70,346,23,346,136,128
8365,23,70,258,41,258,70,70,258,70,258,128
8366,70,70,23,258,258,70,70,258,258,70,128
8367,258,70,70,23,70,70,70,23,64,23,128
8368,64,70,70,70,64,64,70,70,70,70,128
8369,64,70,64,70,64,70,23,64,70,64,128
8370,64,70,64,70,64,23,64,70,64,64,128
8371,8,64,70,70,64,64,64,70,70,64,128
8372,64,23,64,70,64,64,70,23,64,70,128
8373,64,70,70,70,23,70,23,397,41,70,128
8374,23,41,136,23,397,70,397,70,70,70,128
8375,23,8,397,70,397,70,397,70,23,397,128
8376,397,70,397,70,397,397,23,397,70,70,128
8377,397,397,397,70,3681,397,397,70,397,70,128
8378,397,397,23,70,397,70,397,397,23,3697,128
8379,8,397,70,70,3797,991,3758,3797,3758,3775,128
8380,3799,2368,3758,70,70,3679,8,46,41,258,128
8381,23,70,2003,41,23,70,41,4,41,2003,128
8382,258,23,136,70,258,258,23,41,114,70,128
8383,258,70,23,258,70,258,70,70,258,258,128
8384,70,23,258,258,258,114,70,70,258,258,128
8385,23,258,70,258,258,70,258,258,70,258,128
8386,3679,8,3697,258,258,70,70,258,23,258,128
8387,258,70,70,258,23,70,70,41,70,23,128
8388,70,23,23,64,787,41,70,41,64,23,128
8389,136,64,64,64,70,8,64,70,64,70,128
8390,70,23,70,64,64,70,64,70,23,64,128
8391,64,70,64,64,70,64,8,64,23,70,128
8392,64,70,64,64,64,64,70,70,64,64,128
8393,64,70,8,64,64,70,23,23,64,70,128
8394,70,70,70,23,64,70,64,41,23,136,128
8395,23,23,8,23,64,70,70,64,64,70,128
8396,70,64,70,70,64,70,64,64,70,70,128
8397,23,64,64,64,41,70,41,64,12,70,128
8398,70,70,8,8,8,1251,3682,8,3689,1251,128
8399,3691,3697,3682,3693,3696,3695,3678,3692,3681,3679,128
8400,8,3697,1251,3696,3689,3693,3691,8,3679,3681,128
8401,3692,3695,3696,3678,3694,1251,3694,8,1251,1251,128
8402,8,8,3693,3678,3695,3679,3686,8,3678,1251,128
8403,3686,8,3679,3694,3682,8,3679,8,3694,3679,128
8404,3680,3689,3678,8,8,3679,1251,3678,3680,1251,128
8405,1251,3679,3691,3678,1251,3679,8,3690,3683,3687,128
8406,3687,3683,3690,3682,3686,8,3683,3687,8,3681,128
8407,3683,3680,3682,3687,3690,8,3688,3680,3683,3683,128
8408,3681,3683,3688,8,3682,3690,3680,3686,3687,8,128
8409,3686,3683,3682,3680,3690,3686,8,3682,3683,3681,128
8410,3687,3682,3683,3683,3681,3690,8,8,3683,3687,128
8411,1251,3679,3686,8,1251,3688,3679,1251,8,8,128
8412,3682,3696,8,8,8,3679,3678,1251,41,70,128
8413,64,23,64,64,64,70,70,64,64,70,128
8414,64,70,3678,8,64,3683,70,64,64,23,128
8415,64,23,70,64,64,70,70,70,70,23,128
8416,70,23,64,41,70,23,136,8,346,23,128
